task,src_hour,tgt_hour,start_hour,expected_hours,steered_expected_hours,prompt,baseline_pred,steered_pred,baseline_correct,steered_correct
current_time,9AM,2PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Sam asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,3PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,4PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,5PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,6PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Alex asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,7PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Sam asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,8PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,9PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,10PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,11PM,,,,"You glance at the clock and find it is 9:00AM. Your friend Alex asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,9AM,12AM,,,,"You glance at the clock and find it is 9:00AM. Your friend Sam asks you for the time, and you respond, saying it is",9AM,9AM,True,False
current_time,10AM,1AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,2AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,3AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,4AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Alex asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,5AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Sam asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,6AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,7AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,8AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,9AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Alex asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,11AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Sam asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,12PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,1PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,2PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,3PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Alex asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,4PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Sam asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,5PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,6PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,7PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,8PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Alex asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,9PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Sam asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,10PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,11PM,,,,"You glance at the clock and find it is 10:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,10AM,12AM,,,,"You glance at the clock and find it is 10:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",10AM,10AM,True,False
current_time,11AM,1AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Alex asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,2AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Sam asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,3AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,4AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,5AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,6AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Alex asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,7AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Sam asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,8AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,9AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,10AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,12PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Alex asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,1PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Sam asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,2PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,3PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,4PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,5PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Alex asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,6PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Sam asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,7PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,8PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,9PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,10PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Alex asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,11PM,,,,"You glance at the clock and find it is 11:00AM. Your friend Sam asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,11AM,12AM,,,,"You glance at the clock and find it is 11:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",11AM,11AM,True,False
current_time,12PM,1AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,2AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,3AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Alex asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,4AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Sam asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,5AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,6AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,7AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,8AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Alex asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,9AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Sam asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,10AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,11AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,1PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,2PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Alex asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,3PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Sam asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,4PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,5PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,6PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,7PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Alex asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,8PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Sam asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,9PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,10PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,11PM,,,,"You glance at the clock and find it is 12:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,12PM,12AM,,,,"You glance at the clock and find it is 12:00PM. Your friend Alex asks you for the time, and you respond, saying it is",12PM,12PM,True,False
current_time,1PM,1AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Sam asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,2AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,3AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,4AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,5AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Alex asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,6AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Sam asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,7AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,8AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,9AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,10AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Alex asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,11AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Sam asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,12PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,2PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,3PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,4PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Alex asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,5PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Sam asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,6PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,7PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,8PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,9PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Alex asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,10PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Sam asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,11PM,,,,"You glance at the clock and find it is 1:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,1PM,12AM,,,,"You glance at the clock and find it is 1:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",1PM,1PM,True,False
current_time,2PM,1AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,2AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Alex asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,3AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Sam asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,4AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,5AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,6AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,7AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Alex asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,8AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Sam asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,9AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,10AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,11AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,12PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Alex asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,1PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Sam asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,3PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,4PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,5PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,6PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Alex asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,7PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Sam asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,8PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,9PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,10PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,11PM,,,,"You glance at the clock and find it is 2:00PM. Your friend Alex asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,2PM,12AM,,,,"You glance at the clock and find it is 2:00PM. Your friend Sam asks you for the time, and you respond, saying it is",2PM,2PM,True,False
current_time,3PM,1AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,3PM,2AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,3PM,3AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",3PM,3PM,True,False
current_time,3PM,4AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Alex asks you for the time, and you respond, saying it is",3PM,3PM,True,False
current_time,3PM,5AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Sam asks you for the time, and you respond, saying it is",3PM,3PM,True,False
current_time,3PM,6AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,3PM,False,False
current_time,3PM,7AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,3PM,False,False
current_time,3PM,8AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",3PM,3PM,True,False
current_time,3PM,9AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Alex asks you for the time, and you respond, saying it is",3PM,3PM,True,False
current_time,3PM,10AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Sam asks you for the time, and you respond, saying it is",3PM,3PM,True,False
current_time,3PM,11AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,3PM,False,False
current_time,3PM,12PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,3PM,1PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",3PM,,True,False
current_time,3PM,2PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Alex asks you for the time, and you respond, saying it is",3PM,,True,False
current_time,3PM,4PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Sam asks you for the time, and you respond, saying it is",3PM,,True,False
current_time,3PM,5PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,3PM,6PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,3PM,7PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",3PM,,True,False
current_time,3PM,8PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Alex asks you for the time, and you respond, saying it is",3PM,,True,False
current_time,3PM,9PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Sam asks you for the time, and you respond, saying it is",3PM,,True,False
current_time,3PM,10PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,3PM,11PM,,,,"You glance at the clock and find it is 3:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,3PM,12AM,,,,"You glance at the clock and find it is 3:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",3PM,3PM,True,False
current_time,4PM,1AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Alex asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,2AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Sam asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,3AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,4AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,5AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,6AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Alex asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,7AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Sam asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,8AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,9AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,10AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,11AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Alex asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,12PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Sam asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,1PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,2PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,3PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,5PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Alex asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,6PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Sam asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,7PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,8PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,9PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,10PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Alex asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,11PM,,,,"You glance at the clock and find it is 4:00PM. Your friend Sam asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,4PM,12AM,,,,"You glance at the clock and find it is 4:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",4PM,4PM,True,False
current_time,5PM,1AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,2AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,3AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,4AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,5AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,6AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,7AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,8AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,9AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,10AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,11AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,12PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,1PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,2PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,3PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,4PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,6PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,7PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,8PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,9PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,10PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,11PM,,,,"You glance at the clock and find it is 5:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,5PM,12AM,,,,"You glance at the clock and find it is 5:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5PM,5PM,True,False
current_time,6PM,1AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Sam asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,2AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,3AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",6PM,6PM,True,False
