Sentence,Label,target_hue_sin,target_hue_cos,target_r,target_g,target_b,target_color_cat
Dr. Chen selected the filter for the fluorescence measurement that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Amara wrapped the light-sensitive sample in foil that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Elena highlighted the chart outliers in violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Charlie distinguished the treatment group using tags that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the analyst labeled the sample vial with tape coded blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Prof. Müller highlighted the chart outliers in yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the postdoc marked the control wells with ink that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Elena wrapped the light-sensitive sample in foil that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Maria noted the precipitate had a faint tint of orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Charlie distinguished the treatment group using tags that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Amara described the crystalline precipitate as violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the supervisor highlighted the chart outliers in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Raj highlighted the chart outliers in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Maria marked the control wells with ink that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Rossi wrapped the light-sensitive sample in foil that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the PI highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"On the selective agar plate, the colony appeared orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Prof. Müller labeled the sample vial with tape coded blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Alice wrapped the light-sensitive sample in foil that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Yuki selected the filter for the fluorescence measurement that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the coordinator highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Bob selected the filter for the fluorescence measurement that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
James distinguished the treatment group using tags that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the PI selected the filter for the fluorescence measurement that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Smith described the crystalline precipitate as pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
"Under the microscope, the tissue stain result was indigo",05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"Under the microscope, the tissue stain result was violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Prof. Wang distinguished the treatment group using tags that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dr. Okafor sorted the slides by condition into trays that were red,00_red,0.0,1.0,1.0,0.0,0.0,0
"At its center, Charlie noted the fungal colony was red",00_red,0.0,1.0,1.0,0.0,0.0,0
"At its center, Dr. Rossi noted the fungal colony was yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Alice marked the control wells with ink that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Bob described the crystalline precipitate as orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At its center, Dr. Smith noted the fungal colony was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the postdoc wrapped the light-sensitive sample in foil that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Fatima noted the precipitate had a faint tint of yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the technician distinguished the treatment group using tags that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
The LED indicator on the freezer is green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Fatima wrapped the light-sensitive sample in foil that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
James marked the control wells with ink that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Prof. Müller noted the precipitate had a faint tint of yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Alice highlighted the chart outliers in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Prof. Müller described the crystalline precipitate as blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Okafor described the crystalline precipitate as red,00_red,0.0,1.0,1.0,0.0,0.0,0
Liam marked the control wells with ink that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the postdoc wrapped the light-sensitive sample in foil that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Okafor described the crystalline precipitate as blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Okafor labeled the sample vial with tape coded yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
James highlighted the chart outliers in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Yuki described the crystalline precipitate as orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At its center, Charlie noted the fungal colony was indigo",05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, Kevin noted the fungal colony was blue",04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the coordinator labeled the sample vial with tape coded orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the postdoc labeled the sample vial with tape coded blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Fatima selected the filter for the fluorescence measurement that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the technician wrapped the light-sensitive sample in foil that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the analyst marked the control wells with ink that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dr. Chen described the crystalline precipitate as indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Elena sorted the slides by condition into trays that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
"At its center, Prof. Wang noted the fungal colony was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Prof. Kim selected the filter for the fluorescence measurement that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
The calibration bead suspension is green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dr. Chen described the crystalline precipitate as orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Yuki distinguished the treatment group using tags that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
the coordinator selected the filter for the fluorescence measurement that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Patel labeled the sample vial with tape coded red,00_red,0.0,1.0,1.0,0.0,0.0,0
Alice sorted the slides by condition into trays that were red,00_red,0.0,1.0,1.0,0.0,0.0,0
Charlie described the crystalline precipitate as orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Okafor sorted the slides by condition into trays that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the PI marked the control wells with ink that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Dr. Smith distinguished the treatment group using tags that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
James marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Amara noted the precipitate had a faint tint of pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Sarah labeled the sample vial with tape coded red,00_red,0.0,1.0,1.0,0.0,0.0,0
Prof. Müller marked the control wells with ink that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
"Under the microscope, the tissue stain result was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Raj noted the precipitate had a faint tint of red,00_red,0.0,1.0,1.0,0.0,0.0,0
Omar labeled the sample vial with tape coded red,00_red,0.0,1.0,1.0,0.0,0.0,0
Liam selected the filter for the fluorescence measurement that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Liam distinguished the treatment group using tags that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the nurse marked the control wells with ink that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Bob highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Patel highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
Dye uptake rendered the cell membrane orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the analyst described the crystalline precipitate as blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Raj wrapped the light-sensitive sample in foil that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the technician noted the precipitate had a faint tint of red,00_red,0.0,1.0,1.0,0.0,0.0,0
Dye uptake rendered the cell membrane indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Dr. Smith distinguished the treatment group using tags that were red,00_red,0.0,1.0,1.0,0.0,0.0,0
Dr. Chen noted the precipitate had a faint tint of indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, Raj noted the fungal colony was green",03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Fatima selected the filter for the fluorescence measurement that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
The warning light on the centrifuge turned red,00_red,0.0,1.0,1.0,0.0,0.0,0
Sarah described the crystalline precipitate as blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the technician noted the precipitate had a faint tint of pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
The reference standard is packaged in a box that is pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the postdoc wrapped the light-sensitive sample in foil that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, Yuki noted the fungal colony was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"After incubation, the culture medium appeared violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
"At its center, Prof. Wang noted the fungal colony was green",03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Liam selected the filter for the fluorescence measurement that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the technician sorted the slides by condition into trays that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Dr. Okafor highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At the measured reading, the pH strip changed to violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
James wrapped the light-sensitive sample in foil that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Prof. Müller labeled the sample vial with tape coded violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
The hazard placard background for this chemical class is red,00_red,0.0,1.0,1.0,0.0,0.0,0
Alice highlighted the chart outliers in blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the postdoc highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
"At the measured reading, the pH strip changed to red",00_red,0.0,1.0,1.0,0.0,0.0,0
The signal trace on the oscilloscope was displayed in green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dr. Chen noted the precipitate had a faint tint of orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"Against the membrane, the western blot band appeared orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Raj marked the control wells with ink that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Fatima selected the filter for the fluorescence measurement that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
The warning light on the centrifuge turned blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Omar labeled the sample vial with tape coded pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the analyst labeled the sample vial with tape coded green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
the technician labeled the sample vial with tape coded indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Charlie described the crystalline precipitate as pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Prof. Müller marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Patel sorted the slides by condition into trays that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
the intern distinguished the treatment group using tags that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Dr. Rossi noted the precipitate had a faint tint of orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Alice highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"On the selective agar plate, the colony appeared red",00_red,0.0,1.0,1.0,0.0,0.0,0
the intern marked the control wells with ink that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Dr. Patel highlighted the chart outliers in pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Okafor noted the precipitate had a faint tint of red,00_red,0.0,1.0,1.0,0.0,0.0,0
the PI sorted the slides by condition into trays that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the coordinator highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
the PI sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Liam selected the filter for the fluorescence measurement that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the supervisor distinguished the treatment group using tags that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Elena sorted the slides by condition into trays that were red,00_red,0.0,1.0,1.0,0.0,0.0,0
James highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
Raj marked the control wells with ink that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Sarah wrapped the light-sensitive sample in foil that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Prof. Müller highlighted the chart outliers in violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
"Against the membrane, the western blot band appeared yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Raj marked the control wells with ink that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Smith selected the filter for the fluorescence measurement that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
The safety manual requires biohazard container markings to be indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the PI marked the control wells with ink that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dr. Rossi highlighted the chart outliers in pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Omar labeled the sample vial with tape coded blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Omar selected the filter for the fluorescence measurement that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the supervisor sorted the slides by condition into trays that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Under UV light the compound fluoresced orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
The reagent bottle cap is color-coded blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Sarah labeled the sample vial with tape coded blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the nurse selected the filter for the fluorescence measurement that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At its center, Prof. Müller noted the fungal colony was pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Bob marked the control wells with ink that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Sarah labeled the sample vial with tape coded green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"At its center, Raj noted the fungal colony was red",00_red,0.0,1.0,1.0,0.0,0.0,0
"When the reaction completed, the indicator solution turned green",03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Prof. Wang noted the precipitate had a faint tint of orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
James labeled the sample vial with tape coded pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the coordinator sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Fatima described the crystalline precipitate as red,00_red,0.0,1.0,1.0,0.0,0.0,0
Amara distinguished the treatment group using tags that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the PI marked the control wells with ink that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Rossi highlighted the chart outliers in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Liam noted the precipitate had a faint tint of green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
the intern selected the filter for the fluorescence measurement that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Dr. Smith highlighted the chart outliers in pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the supervisor distinguished the treatment group using tags that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Smith marked the control wells with ink that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Fatima described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"Near the heat source, the thermal imaging regions were pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Rossi wrapped the light-sensitive sample in foil that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Prof. Wang noted the precipitate had a faint tint of pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Raj noted the precipitate had a faint tint of blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Chen sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Alice wrapped the light-sensitive sample in foil that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Prof. Wang described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"Against the membrane, the western blot band appeared violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Kevin highlighted the chart outliers in green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Charlie distinguished the treatment group using tags that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
The hazard placard background for this chemical class is indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Kevin noted the precipitate had a faint tint of orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the PI described the crystalline precipitate as violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Raj labeled the sample vial with tape coded yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
"At its center, Sarah noted the fungal colony was yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the supervisor marked the control wells with ink that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Prof. Wang labeled the sample vial with tape coded orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At its center, Amara noted the fungal colony was pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Liam highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Okafor distinguished the treatment group using tags that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
The reagent bottle cap is color-coded orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Liam marked the control wells with ink that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
The warning light on the centrifuge turned pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the coordinator wrapped the light-sensitive sample in foil that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Sarah sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the coordinator wrapped the light-sensitive sample in foil that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Alice wrapped the light-sensitive sample in foil that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
The coating on the electrode is green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Omar wrapped the light-sensitive sample in foil that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
"In the acidic solution, the litmus paper turned pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
The hazard placard background for this chemical class is green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dr. Okafor distinguished the treatment group using tags that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
The signal trace on the oscilloscope was displayed in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Dr. Patel noted the precipitate had a faint tint of pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the supervisor marked the control wells with ink that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Under UV light the compound fluoresced indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
James described the crystalline precipitate as violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Kevin distinguished the treatment group using tags that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Liam noted the precipitate had a faint tint of orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Elena noted the precipitate had a faint tint of blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Sarah wrapped the light-sensitive sample in foil that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"At its center, Charlie noted the fungal colony was green",03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Alice distinguished the treatment group using tags that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the supervisor wrapped the light-sensitive sample in foil that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Sarah marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Kevin selected the filter for the fluorescence measurement that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Rossi marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Okafor described the crystalline precipitate as yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Maria selected the filter for the fluorescence measurement that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"Near the heat source, the thermal imaging regions were green",03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dr. Okafor marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
The reference standard is packaged in a box that is violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Charlie noted the precipitate had a faint tint of yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Rossi marked the control wells with ink that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the intern described the crystalline precipitate as indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the postdoc noted the precipitate had a faint tint of yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the nurse highlighted the chart outliers in violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Amara selected the filter for the fluorescence measurement that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
"At its center, Elena noted the fungal colony was blue",04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Alice highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
Fatima marked the control wells with ink that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the nurse sorted the slides by condition into trays that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
The reference standard is packaged in a box that is blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Elena selected the filter for the fluorescence measurement that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"On the selective agar plate, the colony appeared pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Okafor sorted the slides by condition into trays that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"On the selective agar plate, the colony appeared yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Kevin described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Omar described the crystalline precipitate as pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
The safety manual requires biohazard container markings to be orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Rossi labeled the sample vial with tape coded indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Under UV light the compound fluoresced yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the coordinator described the crystalline precipitate as indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Raj distinguished the treatment group using tags that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Okafor noted the precipitate had a faint tint of orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
